"Date","Price","Open","High","Low","Vol.","Change %"
"06/01/2022","5,299.11","5,350.48","5,352.79","5,230.87","","-0.96%"
"05/31/2022","5,350.48","5,385.70","5,388.87","5,262.91","","-0.65%"
"05/30/2022","5,385.70","5,387.06","5,432.56","5,377.25","","-0.03%"
"05/27/2022","5,387.06","5,268.96","5,388.10","5,266.93","","2.24%"
"05/26/2022","5,268.96","5,191.05","5,279.52","5,191.05","","1.50%"
"05/25/2022","5,191.05","5,142.75","5,192.98","5,142.75","","0.94%"
"05/24/2022","5,142.75","5,127.52","5,157.59","5,096.91","","0.30%"
"05/23/2022","5,127.52","4,982.95","5,132.38","4,982.95","","2.90%"
"05/20/2022","4,982.95","4,982.10","5,039.65","4,931.51","","0.02%"
"05/19/2022","4,982.10","4,964.76","5,015.36","4,962.54","","0.35%"
"05/18/2022","4,964.76","5,023.24","5,059.23","4,964.35","","-1.16%"
"05/17/2022","5,023.24","4,868.58","5,023.36","4,868.58","","3.18%"
"05/16/2022","4,868.58","4,850.44","4,927.29","4,850.44","","0.37%"
"05/13/2022","4,850.44","4,713.77","4,875.46","4,713.77","","2.90%"
"05/12/2022","4,713.77","4,676.93","4,745.05","4,650.47","","0.79%"
"05/11/2022","4,676.93","4,697.16","4,755.85","4,676.39","","-0.43%"
"05/10/2022","4,697.16","4,744.18","4,792.61","4,673.96","","-0.99%"
"05/09/2022","4,744.18","4,838.54","4,850.41","4,744.03","","-1.95%"
"05/06/2022","4,838.54","4,853.79","4,861.03","4,808.68","","-0.31%"
"05/05/2022","4,853.79","4,887.57","4,928.83","4,852.05","","-0.69%"
"05/04/2022","4,887.57","4,785.63","4,899.39","4,785.63","","2.13%"
"05/03/2022","4,785.63","4,759.90","4,790.37","4,739.38","","0.54%"
"05/02/2022","4,759.90","4,778.43","4,796.54","4,709.44","","-0.39%"
"04/29/2022","4,778.43","4,792.66","4,844.77","4,778.41","","-0.30%"
"04/28/2022","4,792.66","4,775.36","4,818.16","4,748.27","","0.36%"
"04/27/2022","4,775.36","4,701.47","4,789.06","4,701.47","","1.57%"
"04/26/2022","4,701.47","4,759.15","4,786.71","4,701.47","","-1.21%"
"04/25/2022","4,759.15","4,867.88","4,908.59","4,737.49","","-2.23%"
"04/22/2022","4,867.88","4,911.90","4,916.64","4,867.88","","-0.90%"
"04/21/2022","4,911.90","4,974.76","4,989.31","4,872.76","","-1.26%"
"04/20/2022","4,974.76","4,911.77","4,974.76","4,904.38","","1.28%"
"04/19/2022","4,911.77","4,867.64","4,938.85","4,867.64","","0.91%"
"04/18/2022","4,867.64","4,917.30","4,933.09","4,865.75","","-1.01%"
"04/14/2022","4,917.30","4,921.46","4,942.94","4,915.03","","-0.08%"
"04/13/2022","4,921.46","4,909.04","4,950.67","4,908.69","","0.25%"
"04/12/2022","4,909.04","4,918.79","4,939.85","4,862.63","","-0.20%"
"04/11/2022","4,918.79","4,969.25","4,969.25","4,869.48","","-1.02%"
"04/08/2022","4,969.25","4,965.32","4,997.07","4,947.58","","0.08%"
"04/07/2022","4,965.32","4,971.94","4,989.78","4,945.47","","-0.13%"
"04/06/2022","4,971.94","4,929.10","4,971.94","4,891.22","","0.87%"
"04/05/2022","4,929.10","4,992.29","4,993.95","4,921.75","","-1.27%"
"04/04/2022","4,992.29","4,978.49","5,011.08","4,953.64","","0.28%"
"04/01/2022","4,978.49","4,936.97","4,995.31","4,936.73","","0.84%"
"03/31/2022","4,936.97","4,894.98","4,941.51","4,874.70","","0.86%"
"03/30/2022","4,894.98","4,914.73","4,925.45","4,871.07","","-0.40%"
"03/29/2022","4,914.73","4,938.80","4,938.80","4,889.03","","-0.49%"
"03/28/2022","4,938.80","4,965.11","5,009.37","4,917.77","","-0.53%"
"03/25/2022","4,965.11","4,954.51","4,979.07","4,927.48","","0.21%"
"03/24/2022","4,954.51","4,841.46","4,954.51","4,840.36","","2.34%"
"03/23/2022","4,841.46","4,888.18","4,899.24","4,819.04","","-0.96%"
"03/22/2022","4,888.18","4,994.67","4,995.63","4,883.79","","-2.13%"
"03/21/2022","4,994.67","4,854.44","4,996.46","4,775.40","","2.89%"
"03/18/2022","4,854.44","4,789.88","4,860.13","4,789.88","","1.35%"
"03/17/2022","4,789.88","4,695.41","4,841.54","4,695.41","","2.01%"
"03/16/2022","4,695.41","4,623.04","4,715.68","4,623.04","","1.57%"
"03/15/2022","4,623.04","4,588.49","4,637.74","4,581.59","","0.75%"
"03/14/2022","4,588.49","4,633.35","4,645.68","4,587.52","","-0.97%"
"03/11/2022","4,633.35","4,608.97","4,677.68","4,608.97","","0.53%"
"03/10/2022","4,608.97","4,656.03","4,687.71","4,564.15","","-1.01%"
"03/09/2022","4,656.03","4,578.68","4,661.75","4,578.68","","1.69%"
"03/08/2022","4,578.68","4,618.07","4,624.04","4,549.33","","-0.85%"
"03/07/2022","4,618.07","4,641.45","4,692.99","4,559.95","","-0.50%"
"03/04/2022","4,641.45","4,571.80","4,641.75","4,566.32","","1.52%"
"03/03/2022","4,571.80","4,487.37","4,581.30","4,487.37","","1.88%"
"03/02/2022","4,487.37","4,435.17","4,509.91","4,435.17","","1.18%"
"03/01/2022","4,435.17","4,534.47","4,537.37","4,434.31","","-2.19%"
"02/28/2022","4,534.47","4,465.51","4,534.47","4,453.46","","1.54%"
"02/25/2022","4,465.51","4,399.60","4,483.85","4,399.60","","1.50%"
"02/24/2022","4,399.60","4,375.69","4,399.60","4,223.36","","0.55%"
"02/23/2022","4,375.69","4,472.86","4,503.93","4,374.59","","-2.17%"
"02/22/2022","4,472.86","4,525.80","4,525.99","4,432.48","","-1.17%"
"02/21/2022","4,525.80","4,549.07","4,559.23","4,479.91","","-0.51%"
"02/18/2022","4,549.07","4,549.08","4,571.22","4,534.35","","0.00%"
"02/17/2022","4,549.08","4,653.04","4,653.04","4,542.87","","-2.23%"
"02/16/2022","4,653.04","4,643.69","4,667.95","4,614.73","","0.20%"
"02/15/2022","4,643.69","4,604.62","4,664.59","4,604.62","","0.85%"
"02/14/2022","4,604.62","4,652.21","4,652.21","4,589.16","","-1.02%"
"02/11/2022","4,652.21","4,641.53","4,686.62","4,615.99","","0.23%"
"02/10/2022","4,641.53","4,605.08","4,642.57","4,592.28","","0.79%"
"02/09/2022","4,605.08","4,582.62","4,618.78","4,582.35","","0.49%"
"02/08/2022","4,582.62","4,474.10","4,592.57","4,468.91","","2.43%"
"02/07/2022","4,474.10","4,425.52","4,481.10","4,425.52","","1.10%"
"02/04/2022","4,425.52","4,454.97","4,513.76","4,422.41","","-0.66%"
"02/03/2022","4,454.97","4,555.38","4,555.38","4,454.97","","-2.20%"
"02/02/2022","4,555.38","4,598.72","4,620.05","4,555.38","","-0.94%"
"02/01/2022","4,598.72","4,548.45","4,617.29","4,547.33","","1.11%"
"01/31/2022","4,548.45","4,542.86","4,597.58","4,542.86","","0.12%"
"01/28/2022","4,542.86","4,562.74","4,595.92","4,542.86","","-0.44%"
"01/27/2022","4,562.74","4,552.33","4,574.85","4,530.88","","0.23%"
"01/26/2022","4,552.33","4,529.30","4,594.83","4,527.18","","0.51%"
"01/25/2022","4,529.30","4,503.17","4,546.74","4,487.03","","0.58%"
"01/24/2022","4,503.17","4,644.86","4,649.04","4,462.07","","-3.05%"
"01/21/2022","4,644.86","4,486.72","4,671.55","4,486.72","","3.52%"
"01/20/2022","4,486.72","4,470.71","4,505.07","4,465.71","","0.36%"
"01/19/2022","4,470.71","4,500.80","4,538.39","4,469.40","","-0.67%"
"01/18/2022","4,500.80","4,473.27","4,505.89","4,451.48","","0.62%"
"01/17/2022","4,473.27","4,486.57","4,490.88","4,458.47","","-0.30%"
"01/14/2022","4,486.57","4,512.43","4,517.80","4,459.25","","-0.57%"
"01/13/2022","4,512.43","4,507.82","4,554.31","4,484.80","","0.10%"
"01/12/2022","4,507.82","4,394.91","4,507.82","4,394.91","","2.57%"
"01/11/2022","4,394.91","4,298.24","4,394.91","4,298.24","","2.25%"
"01/10/2022","4,298.24","4,296.35","4,301.99","4,272.15","","0.04%"
"01/07/2022","4,296.35","4,348.44","4,361.16","4,275.59","","-1.20%"
"01/06/2022","4,348.44","4,317.60","4,351.94","4,287.88","","0.71%"
"01/05/2022","4,317.60","4,294.64","4,318.75","4,282.62","","0.53%"
"01/04/2022","4,294.64","4,301.32","4,332.71","4,247.58","","-0.16%"
"01/03/2022","4,301.32","4,308.38","4,353.46","4,294.89","","0.03%"
"12/30/2021","4,300.12","4,250.29","4,311.31","4,241.95","","1.17%"
"12/29/2021","4,250.29","4,269.37","4,284.80","4,247.01","","-0.45%"
"12/28/2021","4,269.37","4,281.89","4,330.65","4,269.37","","-0.29%"
"12/27/2021","4,281.89","4,299.09","4,336.57","4,257.68","","-0.37%"
"12/24/2021","4,297.86","4,241.63","4,307.29","4,241.63","","1.33%"
"12/23/2021","4,241.63","4,121.91","4,242.39","4,121.91","","2.90%"
"12/22/2021","4,121.91","4,142.49","4,178.13","4,117.17","","-0.50%"
"12/21/2021","4,142.49","4,088.26","4,201.45","4,088.26","","1.33%"
"12/20/2021","4,088.26","4,357.78","4,357.78","4,032.93","","-6.18%"
"12/17/2021","4,357.78","4,392.34","4,397.43","4,286.32","","-0.79%"
"12/16/2021","4,392.34","4,271.40","4,392.34","4,271.40","","2.83%"
"12/15/2021","4,271.40","4,179.56","4,280.41","4,138.04","","2.20%"
"12/14/2021","4,179.56","4,301.25","4,301.25","4,151.04","","-2.83%"
"12/13/2021","4,301.25","4,405.72","4,408.30","4,286.13","","-2.37%"
"12/10/2021","4,405.72","4,418.79","4,422.40","4,379.00","","-0.30%"
"12/09/2021","4,418.79","4,395.15","4,449.14","4,390.13","","0.54%"
"12/07/2021","4,395.15","4,368.82","4,426.60","4,368.82","","0.60%"
"12/06/2021","4,368.82","4,369.40","4,417.06","4,353.32","","-0.01%"
"12/03/2021","4,369.40","4,370.90","4,442.59","4,364.98","","-0.03%"
"12/02/2021","4,370.90","4,332.45","4,379.11","4,327.57","","0.89%"
"12/01/2021","4,332.45","4,432.71","4,449.21","4,332.45","","-2.26%"
"11/30/2021","4,432.71","4,505.62","4,505.62","4,347.39","","-1.62%"
"11/29/2021","4,505.62","4,579.30","4,591.69","4,447.88","","-1.61%"
"11/26/2021","4,579.30","4,601.91","4,601.91","4,486.92","","-0.49%"
"11/25/2021","4,601.91","4,629.24","4,644.30","4,563.18","","-0.59%"
"11/24/2021","4,629.24","4,697.66","4,704.56","4,604.10","","-1.46%"
"11/23/2021","4,697.66","4,780.91","4,784.46","4,660.75","","-1.74%"
"11/22/2021","4,780.91","4,358.48","4,822.43","4,358.48","","9.69%"
"11/19/2021","4,358.48","4,281.66","4,373.54","4,251.44","","1.79%"
"11/18/2021","4,281.66","4,293.18","4,356.25","4,253.56","","-0.27%"
"11/17/2021","4,293.18","4,304.80","4,325.14","4,257.99","","-0.27%"
"11/16/2021","4,304.80","4,382.46","4,387.49","4,294.82","","-1.77%"
"11/15/2021","4,382.46","4,485.97","4,488.39","4,370.87","","-2.31%"
"11/12/2021","4,485.97","4,519.38","4,532.36","4,485.83","","-0.74%"
"11/11/2021","4,519.38","4,489.04","4,519.86","4,463.71","","0.68%"
"11/10/2021","4,489.04","4,470.52","4,489.24","4,429.39","","0.41%"
"11/09/2021","4,470.52","4,363.33","4,472.98","4,331.36","","2.46%"
"11/08/2021","4,363.33","4,388.19","4,434.12","4,357.13","","-0.57%"
"11/05/2021","4,388.19","4,473.80","4,512.90","4,387.36","","-1.91%"
"11/04/2021","4,473.80","4,309.93","4,473.80","4,309.93","","3.80%"
"11/03/2021","4,309.93","4,207.20","4,310.26","4,205.81","","2.44%"
"11/02/2021","4,207.20","4,092.20","4,214.42","4,092.20","","2.81%"
"10/29/2021","4,092.20","4,096.24","4,122.84","4,068.77","","-0.10%"
"10/28/2021","4,096.24","4,115.66","4,127.10","4,073.76","","-0.47%"
"10/27/2021","4,115.66","4,245.91","4,260.89","4,115.66","","-3.07%"
"10/26/2021","4,245.91","4,175.95","4,269.49","4,175.95","","1.68%"
"10/25/2021","4,175.95","4,084.35","4,176.22","4,084.35","","2.24%"
"10/22/2021","4,084.35","4,053.40","4,100.06","4,052.04","","0.76%"
"10/21/2021","4,053.40","4,037.49","4,075.03","4,031.53","","0.39%"
"10/20/2021","4,037.49","3,994.91","4,062.87","3,975.21","","1.07%"
"10/19/2021","3,994.91","4,008.74","4,036.48","3,994.22","","-0.34%"
"10/18/2021","4,008.74","3,982.18","4,078.87","3,959.02","","0.67%"
"10/15/2021","3,982.18","3,996.48","4,048.14","3,961.01","","-0.36%"
"10/14/2021","3,996.48","4,006.49","4,034.61","3,980.45","","-0.25%"
"10/13/2021","4,006.49","4,103.12","4,117.02","3,971.28","","-2.36%"
"10/12/2021","4,103.12","4,145.62","4,196.38","4,096.23","","-1.03%"
"10/08/2021","4,145.62","4,129.68","4,168.82","4,129.68","","0.39%"
"10/07/2021","4,129.68","4,132.30","4,226.80","4,122.76","","-0.06%"
"10/06/2021","4,132.30","4,226.08","4,237.43","4,101.14","","-2.22%"
"10/05/2021","4,226.08","4,242.62","4,277.92","4,211.21","","-0.39%"
"10/04/2021","4,242.62","4,326.72","4,331.37","4,241.65","","-1.94%"
"10/01/2021","4,326.72","4,362.59","4,373.50","4,314.30","","-0.82%"
"09/30/2021","4,362.59","4,335.20","4,371.07","4,335.20","","0.63%"
"09/29/2021","4,335.20","4,323.34","4,364.54","4,318.52","","0.27%"
"09/28/2021","4,323.34","4,351.71","4,354.07","4,306.88","","-0.65%"
"09/27/2021","4,351.71","4,377.19","4,402.54","4,347.26","","-0.58%"
"09/24/2021","4,377.19","4,411.69","4,414.66","4,355.89","","-0.78%"
"09/23/2021","4,411.69","4,384.03","4,418.49","4,382.71","","0.63%"
"09/22/2021","4,384.03","4,307.43","4,394.29","4,307.43","","1.78%"
"09/21/2021","4,307.43","4,291.36","4,342.94","4,290.25","","0.37%"
"09/20/2021","4,291.36","4,465.47","4,465.47","4,290.58","","-3.90%"
"09/16/2021","4,465.47","4,433.84","4,465.47","4,401.84","","0.71%"
"09/15/2021","4,433.84","4,419.58","4,450.09","4,406.55","","0.55%"
"09/14/2021","4,409.42","4,401.31","4,439.94","4,401.31","","0.18%"
"09/13/2021","4,401.31","4,464.00","4,485.97","4,381.15","","-1.40%"
"09/10/2021","4,464.00","4,407.24","4,481.56","4,406.64","","1.29%"
"09/09/2021","4,407.24","4,378.14","4,413.71","4,309.82","","0.66%"
"09/08/2021","4,378.14","4,432.98","4,432.98","4,346.74","","-1.24%"
"09/07/2021","4,432.98","4,456.20","4,468.27","4,409.62","","-0.52%"
"09/06/2021","4,456.20","4,463.55","4,470.69","4,438.42","","-0.16%"
"09/03/2021","4,463.55","4,437.44","4,464.30","4,414.23","","0.59%"
"09/02/2021","4,437.44","4,450.95","4,471.43","4,422.46","","-0.30%"
"09/01/2021","4,450.95","4,491.57","4,491.57","4,442.22","","-0.90%"
"08/31/2021","4,491.57","4,506.53","4,506.53","4,472.75","","-0.33%"
"08/30/2021","4,506.53","4,459.22","4,510.77","4,459.22","","1.06%"
"08/27/2021","4,459.22","4,443.81","4,482.59","4,440.27","","0.35%"
"08/26/2021","4,443.81","4,437.93","4,463.05","4,423.13","","0.13%"
"08/25/2021","4,437.93","4,369.43","4,438.14","4,358.28","","1.57%"
"08/24/2021","4,369.43","4,392.75","4,403.56","4,345.48","","-0.53%"
"08/23/2021","4,392.75","4,347.49","4,399.86","4,347.49","","1.04%"
"08/20/2021","4,347.49","4,310.51","4,356.57","4,305.53","","0.86%"
"08/19/2021","4,310.51","4,341.58","4,341.58","4,290.63","","-0.72%"
"08/18/2021","4,341.58","4,320.58","4,346.94","4,303.66","","0.49%"
"08/17/2021","4,320.58","4,329.41","4,333.86","4,271.64","","-0.20%"
"08/16/2021","4,329.41","4,401.94","4,401.94","4,320.87","","-1.65%"
"08/13/2021","4,401.94","4,374.75","4,432.07","4,374.75","","0.62%"
"08/12/2021","4,374.75","4,368.00","4,381.35","4,329.59","","0.09%"
"08/11/2021","4,370.90","4,345.42","4,391.06","4,328.64","","0.59%"
"08/10/2021","4,345.42","4,243.71","4,363.34","4,243.71","","2.40%"
"08/09/2021","4,243.71","4,282.48","4,305.79","4,238.69","","-0.91%"
"08/06/2021","4,282.48","4,240.54","4,285.86","4,238.53","","0.99%"
"08/05/2021","4,240.54","4,211.48","4,254.42","4,207.71","","0.69%"
"08/04/2021","4,211.48","4,207.03","4,214.05","4,178.07","","0.11%"
"08/03/2021","4,207.03","4,211.70","4,221.58","4,172.52","","-0.11%"
"08/02/2021","4,211.70","4,252.04","4,277.41","4,190.19","","-0.95%"
"07/30/2021","4,252.04","4,253.91","4,289.30","4,211.72","","-0.04%"
"07/29/2021","4,253.91","4,172.18","4,259.00","4,171.34","","1.96%"
"07/28/2021","4,172.18","4,147.04","4,174.02","4,143.24","","0.61%"
"07/27/2021","4,147.04","4,146.71","4,150.92","4,113.60","","0.01%"
"07/26/2021","4,146.71","4,187.49","4,214.37","4,146.37","","-0.97%"
"07/23/2021","4,187.49","4,288.05","4,288.05","4,175.33","","-2.35%"
"07/22/2021","4,288.05","4,274.26","4,303.23","4,248.73","","0.32%"
"07/21/2021","4,274.26","4,292.01","4,343.40","4,273.81","","-0.41%"
"07/20/2021","4,292.01","4,232.33","4,314.20","4,232.33","","1.41%"
"07/19/2021","4,232.33","4,153.03","4,233.09","4,150.21","","1.91%"
"07/15/2021","4,153.03","4,158.36","4,163.48","4,144.60","","-0.13%"
"07/14/2021","4,158.36","4,198.73","4,205.54","4,148.92","","-0.96%"
"07/13/2021","4,198.73","4,243.21","4,246.05","4,179.05","","-1.05%"
"07/12/2021","4,243.21","4,247.83","4,281.71","4,205.23","","-0.11%"
"07/09/2021","4,247.83","4,188.16","4,255.48","4,184.75","","1.42%"
"07/08/2021","4,188.16","4,206.43","4,206.43","4,135.94","","-0.43%"
"07/07/2021","4,206.43","4,165.81","4,206.54","4,164.47","","0.98%"
"07/06/2021","4,165.81","4,287.54","4,302.10","4,164.56","","-2.84%"
"07/05/2021","4,287.54","4,314.81","4,318.91","4,259.71","","-0.63%"
"07/02/2021","4,314.81","4,345.51","4,353.08","4,311.27","","-0.71%"
"07/01/2021","4,345.51","4,331.33","4,371.54","4,331.33","","0.33%"
"06/30/2021","4,331.33","4,323.69","4,348.81","4,294.77","","0.18%"
"06/29/2021","4,323.69","4,349.51","4,367.00","4,277.08","","-0.59%"
"06/25/2021","4,349.51","4,421.23","4,443.90","4,346.35","","-1.62%"
"06/24/2021","4,421.23","4,370.24","4,422.37","4,369.71","","1.17%"
"06/23/2021","4,370.24","4,371.93","4,427.25","4,368.01","","-0.04%"
"06/22/2021","4,371.93","4,294.39","4,384.79","4,294.39","","1.81%"
"06/18/2021","4,294.39","4,330.26","4,334.27","4,283.14","","-0.83%"
"06/17/2021","4,330.26","4,356.51","4,362.58","4,316.09","","-0.60%"
"06/16/2021","4,356.51","4,361.62","4,399.68","4,337.07","","-0.12%"
"06/15/2021","4,361.62","4,344.91","4,386.69","4,292.87","","0.38%"
"06/14/2021","4,344.91","4,310.64","4,369.16","4,310.64","","0.80%"
"06/11/2021","4,310.64","4,260.22","4,319.70","4,260.22","","1.18%"
"06/10/2021","4,260.22","4,268.36","4,303.97","4,253.99","","-0.19%"
"06/09/2021","4,268.36","4,172.34","4,268.54","4,169.22","","2.30%"
"06/08/2021","4,172.34","4,131.38","4,197.78","4,131.38","","0.99%"
"06/07/2021","4,131.38","4,225.88","4,249.17","4,131.38","","-2.24%"
"06/04/2021","4,225.88","4,226.90","4,229.74","4,176.61","","-0.02%"
"06/03/2021","4,226.90","4,393.97","4,401.91","4,194.08","","-3.80%"
"06/02/2021","4,393.97","4,396.10","4,408.63","4,358.43","","-0.05%"
"06/01/2021","4,396.10","4,356.43","4,400.20","4,347.26","","0.91%"
"05/31/2021","4,356.43","4,258.75","4,356.84","4,258.75","","2.29%"
"05/28/2021","4,258.75","4,160.26","4,282.66","4,160.26","","2.37%"
"05/27/2021","4,160.26","4,119.06","4,206.64","4,119.06","","1.00%"
"05/26/2021","4,119.06","4,091.05","4,119.07","4,076.07","","0.68%"
"05/25/2021","4,091.05","4,115.37","4,173.73","4,069.09","","-0.59%"
"05/24/2021","4,115.37","4,079.99","4,135.69","4,079.99","","0.87%"
"05/20/2021","4,079.99","4,030.39","4,094.31","4,003.99","","1.23%"
"05/19/2021","4,030.39","4,143.96","4,143.96","4,016.06","","-2.74%"
"05/18/2021","4,143.96","4,147.86","4,248.04","4,080.97","","-0.09%"
"05/17/2021","4,147.86","4,574.69","4,574.69","4,125.18","","-9.33%"
"05/14/2021","4,574.69","4,443.64","4,576.82","4,443.64","","2.95%"
"05/13/2021","4,443.64","4,485.58","4,534.00","4,443.64","","-0.93%"
"05/12/2021","4,485.58","4,540.80","4,540.80","4,485.58","","-1.22%"
"05/11/2021","4,540.80","4,594.60","4,594.60","4,511.25","","-1.17%"
"05/10/2021","4,594.60","4,618.80","4,660.01","4,582.97","","-0.52%"
"05/07/2021","4,618.80","4,630.72","4,675.23","4,611.98","","-0.26%"
"05/06/2021","4,630.72","4,704.25","4,730.68","4,616.13","","-1.56%"
"05/05/2021","4,704.25","4,648.82","4,722.17","4,648.82","","1.19%"
"05/04/2021","4,648.82","4,589.24","4,649.19","4,589.24","","1.30%"
"05/03/2021","4,589.24","4,472.84","4,590.98","4,472.84","","2.60%"
"04/30/2021","4,472.84","4,542.54","4,565.98","4,472.84","","-1.53%"
"04/29/2021","4,542.54","4,586.27","4,670.71","4,529.55","","-0.95%"
"04/28/2021","4,586.27","4,748.52","4,773.81","4,577.21","","-3.42%"
"04/27/2021","4,748.52","4,864.86","4,875.69","4,747.07","","-2.39%"
"04/26/2021","4,864.86","4,839.14","4,906.32","4,839.14","","0.53%"
"04/23/2021","4,839.14","4,843.82","4,890.49","4,814.49","","-0.10%"
"04/22/2021","4,843.82","4,932.18","4,937.66","4,808.19","","-1.79%"
"04/21/2021","4,932.18","4,975.80","4,980.40","4,930.87","","-0.88%"
"04/20/2021","4,975.80","4,970.29","4,975.80","4,916.41","","0.11%"
"04/19/2021","4,970.29","4,988.17","5,005.97","4,960.35","","-0.36%"
"04/16/2021","4,988.17","4,942.16","4,998.56","4,942.16","","0.93%"
"04/15/2021","4,942.16","4,927.08","4,942.41","4,896.00","","0.31%"
"04/14/2021","4,927.08","4,901.91","4,927.64","4,885.45","","0.51%"
"04/13/2021","4,901.91","4,950.06","4,953.09","4,893.09","","-0.97%"
"04/12/2021","4,950.06","4,958.04","4,959.19","4,921.95","","-0.16%"
"04/09/2021","4,958.04","4,910.19","4,958.16","4,904.36","","0.97%"
"04/08/2021","4,910.19","4,859.07","4,910.33","4,857.11","","1.05%"
"04/07/2021","4,859.07","4,860.65","4,860.65","4,833.21","","-0.03%"
"04/06/2021","4,860.65","4,871.17","4,873.56","4,857.88","","-0.22%"
"04/05/2021","4,871.17","4,885.26","4,897.40","4,859.74","","-0.29%"
"04/01/2021","4,885.26","4,898.09","4,921.70","4,843.50","","-0.26%"
"03/31/2021","4,898.09","4,928.15","4,958.43","4,894.67","","-0.61%"
"03/30/2021","4,928.15","4,916.69","4,936.04","4,875.48","","0.23%"
"03/29/2021","4,916.69","4,854.42","4,950.28","4,854.42","","1.28%"
"03/26/2021","4,854.42","4,767.79","4,860.45","4,767.79","","1.82%"
"03/25/2021","4,767.79","4,842.26","4,846.75","4,737.73","","-1.54%"
"03/24/2021","4,842.26","4,802.90","4,862.74","4,789.84","","0.82%"
"03/23/2021","4,802.90","4,831.62","4,831.62","4,796.37","","-0.59%"
"03/22/2021","4,831.62","4,854.92","4,867.38","4,806.22","","-0.48%"
"03/19/2021","4,854.92","4,878.67","4,878.97","4,819.35","","-0.49%"
"03/18/2021","4,878.67","4,909.40","4,920.02","4,866.47","","-0.63%"
"03/17/2021","4,909.40","4,905.05","4,917.27","4,870.78","","0.09%"
"03/16/2021","4,905.05","4,913.78","4,929.24","4,877.03","","-0.18%"
"03/15/2021","4,913.78","4,893.23","4,929.77","4,890.37","","0.42%"
"03/12/2021","4,893.23","4,881.10","4,894.25","4,831.35","","0.25%"
"03/11/2021","4,881.10","4,888.55","4,931.89","4,850.20","","-0.15%"
"03/10/2021","4,888.55","4,838.18","4,892.06","4,821.44","","1.04%"
"03/09/2021","4,838.18","4,712.95","4,846.74","4,709.04","","2.66%"
"03/08/2021","4,712.95","4,713.73","4,715.65","4,676.50","","-0.02%"
"03/05/2021","4,713.73","4,700.57","4,749.35","4,655.50","","0.28%"
"03/04/2021","4,700.57","4,787.45","4,789.09","4,700.57","","-1.81%"
"03/03/2021","4,787.45","4,720.09","4,799.02","4,710.22","","1.43%"
"03/02/2021","4,720.09","4,637.54","4,749.76","4,634.05","","1.78%"
"03/01/2021","4,637.54","4,573.37","4,640.59","4,573.37","","1.40%"
"02/26/2021","4,573.37","4,574.43","4,596.93","4,551.20","","-0.02%"
"02/25/2021","4,574.43","4,576.41","4,608.32","4,568.00","","-0.04%"
"02/24/2021","4,576.41","4,489.21","4,594.17","4,489.21","","1.94%"
"02/23/2021","4,489.21","4,569.34","4,569.34","4,482.75","","-1.75%"
"02/22/2021","4,569.34","4,623.74","4,623.74","4,551.61","","-1.18%"
"02/19/2021","4,623.74","4,518.64","4,623.86","4,517.95","","2.33%"
"02/18/2021","4,518.64","4,559.20","4,559.65","4,496.05","","-0.89%"
"02/17/2021","4,559.20","4,653.07","4,655.73","4,553.02","","-2.02%"
"02/16/2021","4,653.07","4,620.12","4,679.38","4,620.12","","0.71%"
"02/15/2021","4,620.12","4,599.09","4,625.34","4,579.58","","0.46%"
"02/12/2021","4,599.09","4,548.20","4,599.71","4,531.61","","1.12%"
"02/11/2021","4,548.20","4,527.65","4,559.01","4,508.40","","0.45%"
"02/10/2021","4,527.65","4,542.72","4,558.82","4,490.95","","-0.33%"
"02/09/2021","4,542.72","4,487.09","4,543.43","4,478.50","","1.24%"
"02/08/2021","4,487.09","4,449.45","4,494.28","4,449.45","","0.85%"
"02/05/2021","4,449.45","4,412.00","4,460.33","4,411.67","","0.85%"
"02/04/2021","4,412.00","4,401.87","4,416.02","4,373.59","","0.23%"
"02/03/2021","4,401.87","4,416.95","4,438.86","4,400.39","","-0.34%"
"02/02/2021","4,416.95","4,381.01","4,453.04","4,381.01","","0.82%"
"02/01/2021","4,381.01","4,288.65","4,381.68","4,288.65","","2.15%"
"01/29/2021","4,288.65","4,410.80","4,420.61","4,288.65","","-2.77%"
"01/28/2021","4,410.80","4,417.99","4,426.97","4,353.99","","-0.16%"
"01/27/2021","4,417.99","4,497.74","4,497.74","4,395.55","","-1.77%"
"01/26/2021","4,497.74","4,488.93","4,533.54","4,457.27","","0.20%"
"01/25/2021","4,488.93","4,481.00","4,545.51","4,471.53","","0.18%"
"01/22/2021","4,481.00","4,579.27","4,579.27","4,481.00","","-2.15%"
"01/21/2021","4,579.27","4,637.84","4,669.61","4,579.27","","-1.26%"
"01/20/2021","4,637.84","4,669.74","4,697.16","4,631.56","","-0.68%"
"01/19/2021","4,669.74","4,624.11","4,691.67","4,624.11","","0.99%"
"01/18/2021","4,624.11","4,572.10","4,624.11","4,531.67","","1.14%"
"01/15/2021","4,572.10","4,640.84","4,641.04","4,571.97","","-1.48%"
"01/14/2021","4,640.84","4,658.71","4,675.73","4,609.03","","-0.38%"
"01/13/2021","4,658.71","4,600.12","4,658.71","4,600.12","","1.27%"
"01/12/2021","4,600.12","4,552.52","4,610.61","4,546.03","","1.05%"
"01/11/2021","4,552.52","4,560.02","4,560.02","4,497.32","","-0.16%"
"01/08/2021","4,560.02","4,528.85","4,568.77","4,491.60","","0.69%"
