Semana,Linea,LTS
2021-11-21,L107,16528.05
2021-10-31,L142,31937.13
2021-10-31,L107,19612.69
2021-10-24,L107,19888.87
2021-10-10,L107,16979.59
2021-10-03,L107,16969.88
2021-09-19,L142,31674.39
2021-08-22,L107,18494.72
2021-06-27,L107,16822.95
2021-06-20,L107,15252.17
2021-04-18,L142,28072.62
2021-04-11,L142,28001.07
2020-10-18,L103,17752.65
2019-11-03,L146,16370.63
2019-01-06,L143,21143.56
2023-01-08,L128,10772.01
2022-11-27,L126,5820.63
2022-06-26,L103,23750.97
2022-06-19,L140,10769.8
2022-06-12,L140,11140.25
2021-11-28,L103,25206.7
2021-05-09,L128,10198.96
2023-05-28,L122,26261.36
2023-04-30,L102/144,9927.29
2023-03-05,L102/144,12710.21
2023-02-12,L102/144,9740.95
2022-10-23,L103,25976.93
2022-10-23,L138,10540.32
2022-05-29,L128,12134.25
2021-03-21,L128,10793.69
2021-03-14,L143/136/137,19287.87
2021-03-14,L128,12186.4
2021-03-07,L145/133,23210.29
2021-02-28,L128,12025.13
2021-01-24,L125,470.75
2021-01-17,L125,4271.03
2021-01-10,L125,3887.5
2021-01-03,L125,3372.06
2020-12-20,L128,8254.33
2020-12-13,L125,4456.25
2019-09-22,L128,14002.45
2023-11-12,L130,1905.57
2023-11-05,L130,7795.69
2023-11-05,L103,25606.28
2023-10-29,L126,5495.01
2023-10-22,L128,12677.13
2023-10-15,L130,6624.93
2023-10-15,L138,9545.23
2023-09-24,L128,12632.62
2023-09-03,L110,26016.59
2023-09-03,L130,7311.76
2023-08-27,L126,5508.92
2023-03-19,L110,22490.29
2023-03-12,L110,25454.36
2023-01-08,L138,9472.15
2023-01-01,L138,9510.9
2023-01-01,L140,10525.98
2022-12-11,L138,10473.73
2022-09-25,L128,12732.02
2022-07-10,L103,21745.08
2022-03-13,L101,9340.36
2021-05-23,L102/144,3596.22
2020-12-13,L143,18719.38
2020-10-04,L143,13372.63
2020-09-27,L143,13609.84
2020-09-20,L143,8069.24
2020-09-13,L143,11216.03
2020-08-23,L143,9123.09
2020-08-16,L143,12265.23
2020-08-09,L143,17529.72
2020-08-02,L143,17369.89
2019-09-22,L143,23529.89
2019-03-03,L130,6590.73
2021-09-05,L107,18769.33
2021-08-29,L107,18477.8
2021-08-15,L107,16882.38
2021-07-25,L107,17823.11
2021-07-18,L107,17272.69
2021-07-11,L107,16963.55
2021-07-04,L107,15335.88
2021-05-23,L107,6669.74
2021-05-16,L107,10055.88
2021-05-09,L107,15762.01
2021-03-07,L107,20597.51
2021-02-28,L107,19985.25
2021-02-14,L107,15123.59
2021-02-07,L107,18301.51
2021-01-24,L146,1175.32
2021-01-17,L146,10550.38
2021-01-10,L146,9739.19
2021-01-03,L107,15014.58
2020-12-20,L146,9221.48
2020-07-26,L146,3415.12
2020-06-28,L146,5686.98
2020-06-21,L146,8333.29000000001
2019-12-15,L146,15863.74
2019-12-08,L146,15546.68
2019-11-24,L146,16659.13
2019-11-17,L146,15235.82
2019-10-27,L146,16255.52
2019-10-20,L146,15373.76
2019-10-13,L146,15577.6
2019-10-06,L146,15495.49
2019-09-29,L146,15908.2
2019-09-22,L146,15188.25
2019-09-01,L146,16413.97
2019-08-25,L146,16472.57
2019-08-04,L146,16834.8
2019-07-28,L146,16680.23
2019-03-24,L145,18718.64
2019-03-17,L145,19096.33
2019-03-10,L145,18276.09
2019-03-03,L145,14776.07
2019-02-24,L145,16647.3
2019-02-17,L145,15440.34
2019-02-10,L145,14770.98
2019-02-03,L145,14215.17
2021-11-14,L107,18940.41
2021-11-07,L107,20432.2
2021-09-12,L107,19579.69
2021-08-08,L107,18766.38
2021-08-01,L107,18373.8
2021-02-21,L107,19377.14
2020-12-27,L107,14328.35
2020-12-20,L107,13678.25
2020-12-13,L107,16046.04
2019-12-29,L102,7122.06
2023-11-05,L128,13065.8
2023-10-22,L142,37277.05
2023-10-01,L130,7149.13
2023-09-24,L130,7177.6
2023-09-10,L130,7292.07
2023-08-27,L122,24760.35
2023-08-20,L122,23456.77
2023-08-20,L128,11225.7
2023-08-13,L128,12941.15
2023-08-06,L128,11924.76
2023-07-16,L107,20875.54
2023-06-18,L142,22867.44
2023-06-18,L107,13802.35
2023-06-04,L138,11157.31
2023-03-26,L142,36104.48
2023-03-05,L128,10943.07
2023-01-15,L128,10354.06
2022-11-20,L126,5686.22
2022-10-23,L128,12423.06
2022-09-25,L138,10525.1
2022-01-09,L128,9079.71
2022-01-02,L128,9263.67
2021-06-06,L128,9053.25
2021-05-30,L103,18648.53
2021-04-18,L128,11810.17
2021-01-03,L128,7995.78
2020-12-27,L128,8782.78
2020-11-08,L125,1506.51
2019-12-15,L128,15346
2019-12-08,L128,15242.6
2019-12-01,L143,25821.2
2019-09-01,L143,24829.29
2019-08-04,L143,25655.13
2019-07-14,L128,12616.43
2019-07-07,L145,14559.99
2019-06-30,L145,19147.65
2019-06-30,L128,16163.99
2019-06-23,L128,14461.89
2019-06-16,L143,21359.1
2019-06-09,L143,24584.26
2019-05-26,L128,13173.93
2019-05-19,L145,19739.11
2023-10-29,L130,7086.61
2023-10-08,L130,6758.86
2023-08-27,L102/144,11407.99
2023-08-27,L130,6891.85
2023-08-06,L130,7457.58
2023-07-23,L140,10392.57
2023-07-16,L130,6303.97
2023-07-09,L103,22783.27
2023-05-21,L140,10025
2023-02-19,L130,5779.94
2023-02-12,L130,7005.09
2022-11-20,L142,32169.34
2022-11-06,L140,12588.07
2022-11-06,L107,22917.67
2022-07-17,L103,21719.61
2022-07-17,L142,29172.58
2022-06-26,L126,5989.85
2022-06-05,L122,23744.6
2022-06-05,L142,32794.36
2022-05-15,L142,24191.57
2021-11-21,L103,22073.81
2021-11-21,L143/136/137,16320.16
2021-06-13,L102/144,7832.98
2020-06-14,L129,4506.31
2020-05-10,L129,671.91
2020-05-03,L129,5365.3
2020-02-09,L129,9138.51
2020-02-02,L129,9671.16
2020-01-19,L129,9722.25
2020-01-12,L129,8606.5
2020-01-05,L129,9427.86
2019-12-29,L129,7424.07
2019-12-01,L103,24093.88
2019-06-16,L129,7969.33
2019-05-19,L128,15196.45
2019-03-17,L129,9341.53
2019-03-10,L129,9559.31
2019-02-24,L130,8510.47
2023-11-12,L107,5266.58
2023-11-05,L107,23577.79
2023-10-29,L103,22623.4
2023-10-22,L103,24672.44
2023-10-01,L107,23654.23
2023-09-10,L140,11544.3
2023-09-03,L140,11587.34
2023-09-03,L126,5241.49
2023-07-30,L110,25435.67
2023-07-23,L130,6048.51
2023-06-25,L102/144,11288.85
2023-06-18,L122,16890.32
2023-04-09,L126,5622.46
2023-03-26,L101,13410.79
2023-03-19,L138,10030.25
2023-03-05,L133/125,18113.52
2023-01-29,L107,21804.11
2023-01-22,L101,8321.06
2022-07-03,L101,10068.69
2022-06-26,L101,9337.69
2022-06-19,L101,9331.74
2022-06-12,L101,9115.81
2022-06-05,L101,10211.45
2022-05-15,L101,7293.35
2022-05-01,L107,21715.99
2022-04-03,L101,9773.55
2022-03-27,L101,9596.38
2022-03-20,L101,9036.6
2022-03-20,L142,29194.84
2021-01-24,L102,834.32
2021-01-17,L102,3647.77
2021-01-10,L102,3566.36
2021-01-03,L102,4009.3
2020-12-27,L102,3655.49
2020-12-27,L110,15984.36
2020-10-04,L145,9101.50000000001
2020-09-27,L145,7465.32
2020-05-10,L110,1300.12
2020-04-05,L143,11576.02
2020-02-23,L143,20529.68
2020-02-16,L143,22590.75
2019-12-22,L101,9404.02
2019-12-15,L110,25163.83
2019-11-24,L143,25524.88
2019-11-17,L143,25345.41
2019-10-27,L133,22278.58
2019-10-20,L143,23967.8
2019-10-13,L103,22659.71
2019-08-18,L103,22967.78
2019-08-11,L128,14572.98
2019-08-11,L110,26986.52
2019-07-21,L110,27351.07
2019-01-06,L101,8158.53
2018-12-30,L101,4748.69
2023-03-05,L140,12873.21
2023-01-29,L142,31538.54
2022-12-25,L110,22599.62
2022-06-19,L103,21314.92
2022-04-03,L128,12384.52
2022-03-06,L142,32044.83
2021-12-19,L107,17949.37
2021-10-10,L110,21463.92
2021-10-03,L110,19968.01
2021-04-18,L101,8583.98
2019-10-13,L143,22298.69
2023-01-15,L103,25002.47
2022-05-15,L102/144,8638.2
2022-03-20,L107,18684.73
2022-02-06,L145/133,20575.96
2020-11-29,L143,16772.53
2020-11-08,L143,6709.64
2020-03-01,L145,18685.85
2019-10-27,L143,26563.84
2021-04-11,L359,23981.2
2021-03-14,L359,22754.52
2021-02-07,L359,20602.89
2020-11-08,359V,4206.99
2020-11-08,L359,6370.12
2020-11-01,L359,15132.7
2020-10-11,L359,13567.34
2020-10-04,L359,13676.13
2020-09-13,L359,12043.68
2020-08-23,L359,8571.56
2020-08-16,L359,12215.15
2020-08-09,L359,15326.19
2020-08-02,L359,15014.36
2020-07-26,L359,5201.65
2020-06-28,L359,9466.84
2020-06-21,L359,11981.07
2020-06-07,L359,14573.16
2020-05-31,359V,6441.39
2020-05-31,L359,7919.54
2020-05-10,L359,1592.79
2020-05-03,L359,13614.59
2020-04-26,L359,13101.35
2020-04-19,L359,12688.28
2020-04-12,L359,13109.22
2020-04-05,L359,12304.19
2020-03-29,L359,12268
2020-03-22,L359,11778.14
2020-03-15,L359,19356.43
2020-03-08,L359,26576.29
2020-03-08,LMAV,18763.36
2020-03-01,LMAV,20965.14
2020-02-23,LMAV,15407.2
2020-02-16,LMAV,17011.85
2020-02-09,LMAV,18301.79
2020-02-02,LMAV,18238.98
2020-01-26,LMAV,17343.95
2020-01-19,LMAV,19908.07
2020-01-19,L359,23701.71
2019-12-22,L359,21853.41
2019-12-15,L359,27869.05
2019-12-08,L359,27490.02
2019-12-01,L359,26420.91
2019-11-24,L359,26278.71
2019-11-10,L359,26145.99
2019-11-03,L359,26427.32
2019-10-27,L359,25429.46
2019-10-20,L359,24357.17
2019-10-13,L359,23522.07
2019-10-06,L359,25271.78
2019-09-29,L359,25109.05
2019-09-22,L359,26140.59
2019-09-15,L359,25855.66
2019-09-08,L359,25213.92
2019-09-01,L359,27762.6
2019-08-25,L359,27891.16
2019-08-18,L359,26346.01
2019-08-11,L359,28590.06
2019-08-04,L359,28777.82
2019-07-28,L359,28681.71
2019-07-21,L359,27388.22
2019-07-14,L359,26371.51
2019-07-07,L359,23305.55
2019-06-30,L359,30293.35
2019-06-23,L359,29141.96
2019-06-16,L359,25574.29
2019-06-09,L359,30298.44
2019-06-02,L359,30654.05
2019-05-19,L359,30638.53
2019-05-12,L359,29931.57
2019-05-05,L359,28829.25
2019-04-28,L359,24026.03
2019-04-21,L359,29570.71
2019-04-14,L359,26730.28
2019-04-14,LIGM,4443.21
2019-04-07,L359,30178.94
2019-03-31,L359,28145.42
2019-03-24,L359,30054.24
2019-03-17,L359,31234.57
2019-03-10,L359,25838.41
2019-03-03,L359,26495.65
2019-02-24,L359,26631.18
2019-02-17,L359,27574.99
2019-02-10,L359,24055.72
2019-02-03,L359,25915.01
2019-01-27,L359,27820.93
2019-01-20,L359,28155.97
2019-01-13,L359,26738.6
2023-11-12,L133/125,3728.33
2023-10-29,L142,35886.07
2023-10-15,L133/125,15333.65
2023-10-01,L110,26727.43
2023-09-03,L101,9930.58
2023-08-27,L101,10289.85
2023-08-13,L133/125,16095.42
2023-08-06,L110,26369.18
2023-06-25,L110,25385.12
2023-06-11,L140,9647.8
2023-06-04,L133/125,16407.64
2023-05-28,L133/125,16601.85
2023-05-28,L110,27449.15
2023-05-14,L101,10925.23
2023-05-14,L110,26526.58
2023-05-07,L110,27197.23
2023-02-12,L138,9997.23
2023-02-05,L138,11634.94
2023-01-22,L142,28934.84
2023-01-15,L142,32963.03
2022-11-20,L138,10426.43
2022-11-20,L140,10715.94
2022-09-04,L140,11855.73
2022-08-28,L140,11145.07
2022-07-31,L126,5836.69
2022-04-10,L101,7909.51
2022-03-27,L107,21174.06
2022-02-20,L103,20938.7
2022-02-13,L103,21193.36
2022-02-06,L142,27943.31
2022-01-09,L101,5486.14
2021-07-04,L101,5508.11
2021-03-07,L110,21272.49
2021-02-14,L101,5271.85
2021-01-24,L143,2331.88
2020-12-20,L102,3697.28
2020-12-06,L101,5305.9
2020-11-29,L101,4603.7
2020-11-01,L101,5048.06
2020-06-28,L129,2944.47
2020-06-21,L129,4295.81
2020-06-07,L129,4998.27
2020-05-31,L129,2923.17
2020-04-26,L129,4868.34
2020-04-19,L129,4486.63
2020-04-12,L129,4175.45
2020-04-05,L129,4099.8
2020-03-29,L129,4216.18
2020-03-22,L129,3736.07
2020-03-08,L102,11782.43
2019-05-05,L110,27960.94
2019-03-03,L110,21796.25
2018-12-30,L102,5595.66
2022-10-30,LIGM,8200.79999999999
2022-10-16,LIGM,8157.02
2022-10-02,LIGM,6054.54
2022-09-25,LIGM,9234.34
2022-09-18,LIGM,8070.45
2022-09-11,LIGM,10223.97
2022-09-04,LIGM,10114.83
2022-08-28,LIGM,7958.37
2022-08-21,LIGM,9410.89
2022-08-14,LIGM,6597.39
2022-08-07,LIGM,7886.91
2022-07-31,LIGM,8465.63
2022-07-24,LIGM,9373.08999999999
2022-07-17,LIGM,8519.36
2022-07-03,LIGM,9080.25
2022-06-26,LIGM,8843.49
2022-06-19,LIGM,8255.12
2022-06-12,LIGM,7195.47
2022-06-05,LIGM,9443.39
2022-05-29,LIGM,8403.31
2022-05-22,LIGM,7607.4
2022-05-15,LIGM,6810.8
2022-05-15,LMAV,12588.04
2022-05-15,LEXP,26885.53
2022-05-08,LIGM,9390.49
2022-05-01,LIGM,8728.11
2022-04-24,LIGM,8850.05
2022-04-17,LIGM,8677.46
2022-04-10,LIGM,7830.03
2022-04-03,LIGM,10249.06
2022-03-27,LIGM,11172.47
2022-03-20,LIGM,7938.96
2022-03-13,LIGM,9965.02
2022-03-06,LIGM,10100.19
2022-02-27,LIGM,7096.12
2022-02-20,LIGM,8928.47
2022-02-13,LIGM,10197.2
2022-02-06,LIGM,10280.42
2022-01-30,LIGM,9091.11
2022-01-23,LIGM,9549.58
2022-01-16,LIGM,9894.43
2022-01-09,LIGM,4997.3
2021-12-26,LIGM,3311.54
2021-12-12,LIGM,10628.82
2021-12-05,LIGM,9935.13
2021-11-28,LIGM,9307.4
2021-11-21,LIGM,4916.91
2021-11-14,LIGM,11974.62
2021-11-07,LEXP,41746.68
2021-05-02,LEXP,32340.38
2021-04-25,LEXP,24765.63
2021-04-25,359V,12842.67
2021-04-18,LEXP,33310.01
2021-04-11,359V,3081.7
2021-04-04,LIGM,10993.22
2021-03-28,359V,6098.64
2021-03-14,359V,7232.06
2021-03-07,L359,22762.3
2021-02-28,L359,24019.31
2021-02-28,359V,5778.29
2021-02-28,LIGM,3798.94
2021-02-14,LIGM,921.97
2021-02-14,LMAV,10205.89
2021-02-07,359V,5824.96
2021-01-24,LIGM,8131.6
2021-01-17,LIGM,7872.26
2021-01-10,LIGM,8759.32
2020-12-20,LIGM,5312.22
2020-12-13,LIGM,9021.53
2020-12-06,LIGM,5532.66
2020-11-29,LIGM,9115.47
2020-11-29,L359,18343.81
2020-11-15,L359,129.03
2020-06-14,L359,11697.83
2020-06-07,359V,11755.88
2020-03-01,L359,27764.4
2020-02-23,L359,20105.36
2020-02-16,L359,22035.6
2020-02-09,L359,22550.27
2020-02-02,359V,27730.52
2019-01-06,L359,26241.65
2018-12-30,L359,13892.26
2023-11-05,L110,28251.22
2023-10-29,L110,26112.69
2023-10-22,L101,9969.49
2023-10-15,L140,10526.03
2023-10-15,L142,32970.17
2023-09-24,L110,26526.61
2023-09-17,L133/125,15928.05
2023-08-27,L110,25975.02
2023-07-30,L101,10646.44
2023-06-25,L140,12325.01
2023-06-25,L101,10911.6
2023-06-18,L140,7572.02
2023-06-18,L143/136/137,13167.57
2023-06-11,L143/136/137,15673.39
2023-06-04,L101,11171.61
2023-05-21,L110,20437
2023-05-07,L138,11177.84
2023-04-30,L110,22910.91
2023-04-23,L133/125,17028.25
2023-04-16,L102/144,12091.9
2023-01-29,L101,9170.43
2022-12-11,L101,11070.91
2022-12-04,L102/144,10464.75
2022-08-28,L101,9736.66
2022-01-02,L107,15296.15
2021-12-26,L107,15064.71
2021-05-16,L101,4350.78
2021-05-02,L101,8105.71
2021-04-04,L110,21889.5
2021-02-07,L101,5025.19
2021-01-31,L101,5242.89
2020-09-27,L110,11276.08
2020-04-26,L110,10927.23
2020-04-19,L110,10709.96
2020-03-01,L110,27429.28
2019-11-10,L110,26251.33
2019-09-22,L110,27324.53
2019-08-18,L110,25366.6
2019-07-14,L110,25535.54
2019-06-23,L110,27501.2
2019-06-16,L110,21847.89
2019-06-09,L110,27264.65
2019-04-21,L110,27724.09
2019-04-21,L103,23484.46
2019-04-14,L110,23737.82
2019-04-07,L110,29044.06
2019-03-31,L110,25670.91
2019-03-24,L110,28338.47
2019-03-17,L110,29585.67
2019-03-10,L110,25611.69
2019-02-24,L110,23915.22
2019-02-17,L110,26555.75
2019-02-10,L110,21570.03
2019-02-03,L110,25209.61
2019-01-27,L110,25336.43
2019-01-13,L110,23624.45
2019-01-06,L110,23463.82
2018-12-30,L110,12685.79
2023-10-29,L107,22713.32
2023-10-15,L107,21188
2023-09-24,L107,22752.73
2023-07-23,L142,30804.97
2023-05-07,L142,37276.83
2023-04-23,L142,36211.12
2023-04-09,L133/125,16666.95
2023-03-26,L133/125,17311.82
2023-02-26,L107,23359.32
2023-02-05,L103,24866.76
2023-02-05,L142,33969.02
2023-01-29,L103,23139.81
2022-12-18,L107,22674.14
2022-12-11,L107,25094.94
2022-10-30,L107,23060.57
2022-10-23,L142,36609.78
2022-10-09,L107,12659.3
2022-09-04,L107,23906.22
2022-06-26,L107,21681.52
2022-06-12,L142,29572.29
2022-05-08,L142,31622.6
2022-05-01,L142,31864.5
2022-04-10,L142,27228.44
2022-04-03,L142,31512.8
2022-03-27,L142,30330
2022-03-13,L142,31079.91
2022-02-27,L142,27498.27
2022-02-20,L142,27030.77
2022-02-13,L142,26754.37
2022-01-02,L142,26533.19
2021-07-04,L142,24521.21
2019-03-31,L145,14884.39
2023-09-24,L140,11483.08
2023-08-27,L133/125,16060.78
2023-08-20,L102/144,10290.64
2023-03-12,L122,25759.3
2022-10-02,L103,23201.42
2022-09-04,L128,12198.93
2022-03-13,L128,12935.99
2021-12-12,L128,12879.67
2021-02-28,L145/133,22793.15
2021-02-21,L145/133,23612.39
2021-01-31,L130,135.5
2020-12-06,L103,17174.5
2020-03-15,L143,18288.78
2020-03-08,L128,17213.13
2020-02-09,L145,17315.97
2020-02-02,L145,16711.63
2020-01-19,L145,17327.22
2020-01-12,L145,15106.08
2019-12-01,L128,16434.91
2019-11-03,L145,17929.27
2019-10-27,L145,17998.4
2019-10-20,L103,23898.18
2019-02-24,L128,13706.4
2019-02-17,L128,13802.88
2023-09-03,L128,12279.12
2023-08-13,L103,24528.67
2023-08-06,L103,23021.5
2023-07-16,L102/144,10058.68
2023-07-09,L102/144,11435.09
2023-07-09,L140,11304.18
2023-05-28,L138,10984.56
2023-05-14,L140,11546.5
2023-04-02,L133/125,14022.82
2022-06-19,L128,11095.26
2022-06-12,L128,11528.03
2022-05-15,L128,9218.93
2022-04-24,L128,11044.61
2022-02-13,L145/133,20891.63
2021-10-10,L128,11227.9
2021-10-03,L128,12025.01
2021-09-26,L128,11256.8
2021-01-24,L130,664.42
2020-08-02,L101,4565.74
2020-08-02,L145,10227.54
2020-07-26,L145,3142.69
2020-06-28,L145,6992.85
2020-06-28,L143,9091.49
2020-06-21,L145,8264.07
2020-05-10,L125,400.58
2020-04-26,L125,2641.26
2020-04-19,L125,3089.68
2020-04-12,L125,2699.1
2020-04-05,L125,2961.95
2020-03-29,L125,2873.76
2020-03-22,L125,2537.05
2019-09-08,L145,15564.57
2019-09-08,L128,11101.96
2019-05-05,L145,19733.66
2019-01-27,L129,8007.5
2019-01-20,L129,7615.48
2019-01-13,L129,7338.85
2018-12-30,L129,4663.54
2023-10-29,L133/125,16178.29
2023-10-22,L133/125,16586.46
2023-10-08,L133/125,14667.09
2023-08-20,L110,23036.44
2023-08-13,L110,26078.26
2023-06-04,L110,27431.07
2023-04-16,L138,11994.12
2023-04-16,L110,26787.79
2023-04-09,L138,10915.93
2022-04-17,L103,23990.06
2022-01-02,L103,19497.27
2021-12-19,L103,24179.33
2021-11-07,L110,26415.49
2021-09-26,L110,24328.59
2021-07-25,L110,20724.53
2021-06-06,L101,5478.51
2021-05-30,L101,5888.14
2021-05-09,L110,16981.8
2021-04-25,L101,8104.53
2021-02-21,L101,6477.41
2021-01-10,L101,5310.33
2020-12-13,L101,5703.35
2020-11-22,L101,5667.58
2020-11-08,L101,2065.33
2020-10-25,L101,4986.95
2020-10-25,359V,11922.77
2020-10-18,L101,4718.2
2020-10-11,L101,4751.28
2020-10-04,L101,4624.67
2020-09-27,L101,4242
2020-09-20,L101,3421.87
2020-09-13,L101,4115.9
2020-09-13,L102,2034.65
2020-08-23,L102,1810.76
2020-08-16,L102,2701.13
2020-08-09,L102,3349.07
2020-08-09,L101,4744.31
2020-07-26,L129,2079.9
2020-06-07,L143,14435.74
2020-05-31,L143,8239.66
2020-05-03,L143,12743.23
2020-05-03,359V,10945.52
2020-03-15,359V,21419.52
2020-02-23,L101,8131.96
2020-01-26,L101,10035.26
2020-01-19,L101,11727.22
2020-01-12,L101,10320.11
2021-10-03,LIGM,7647.57
2021-09-19,LIGM,10215.92
2021-09-12,LIGM,11162.7
2021-09-05,LIGM,7634.61
2021-08-29,LIGM,6457.23
2021-08-22,LIGM,5808.84
2021-08-15,LIGM,4886.34
2021-08-08,LIGM,10475.99
2021-08-01,LIGM,10338.64
2021-07-25,LIGM,11132.43
2021-07-18,LIGM,10303.7
2021-07-11,LIGM,7827.78
2021-07-04,LIGM,3706.14
2021-06-27,LIGM,6064.38
2021-06-20,LIGM,4131.33
2021-06-13,LIGM,10113.2
2021-06-06,LIGM,9143.96
2021-05-30,LIGM,9748.57
2021-05-23,LIGM,5871.06
2021-05-16,LIGM,10257.92
2021-05-09,LIGM,5678.09
2021-05-02,LIGM,5997.95
2021-04-25,L359,19481.69
2021-04-25,LIGM,6421.45
2021-04-18,LIGM,6817.26
2021-04-11,LIGM,9270.43
2021-04-04,359V,3706.52
2021-03-14,LIGM,9210.17
2021-02-21,359V,17765.09
2021-02-07,LIGM,1663.84
2021-01-10,LMAV,9929.62
2021-01-03,LIGM,1126.93
2020-12-13,L359,20392.89
2020-11-01,LIGM,7438.2
2020-10-25,LIGM,5083.71
2020-10-18,LIGM,8125.38
2020-10-11,LIGM,6509.3
2020-10-04,LIGM,6983.39
2020-09-27,LIGM,7841.55
2020-09-20,LIGM,6780.34
2020-09-13,LIGM,9394.48
2020-09-06,LIGM,6002.16
2020-08-30,LIGM,8243.79
2020-08-23,LIGM,6321.36
2020-08-09,LIGM,7813.64
2020-08-02,LIGM,9102.93
2020-06-28,LIGM,7303.27
2020-03-08,LIGM,6480.22
2020-03-01,LIGM,2014.2
2019-12-22,LEXP,41168.05
2019-12-15,LEXP,50536.11
2019-11-24,LIGM,6878.85
2019-11-17,LIGM,5225.32
2019-11-10,LIGM,6211.28
2019-11-03,LIGM,6502.85
2019-10-27,LIGM,7498.33
2019-10-20,LIGM,5483.35
2019-10-13,LIGM,7350.25
2019-10-06,LIGM,6768.76
2019-09-29,LIGM,6561.27
2019-09-22,LIGM,7252.21
2019-09-15,LIGM,6306.36
2019-08-25,LIGM,7635.03
2019-08-11,LIGM,6904.32
2019-08-04,LIGM,7073.81
2019-07-28,LIGM,6975.44
2019-06-16,LIGM,2342.59
2019-06-09,LIGM,7440.54
2019-06-02,LIGM,6900.19
2019-05-26,LIGM,6344.35
2019-05-19,LIGM,7143.9
2019-05-12,LIGM,6921.51
2019-05-05,LIGM,7510.86
2019-04-21,LIGM,6409.86
2019-04-07,LIGM,7393.26
2019-03-31,LIGM,5208.67
2019-03-24,LIGM,6627.1
2019-03-17,LIGM,5635.58
2019-03-10,LIGM,5971.69
2019-03-03,LIGM,3901.91
2019-02-24,LIGM,6618.74
2019-02-17,LIGM,4891.78
2019-02-10,LIGM,5829.82
2019-02-03,LIGM,5864.83
2019-01-27,LIGM,6491.08000000001
2019-01-20,LIGM,6596.9
2019-01-13,LIGM,6282.22
2019-01-06,LIGM,5340.34
2023-04-09,LEXP,37085.88
2023-04-02,LEXP,36359.65
2023-03-26,LEXP,34967.86
2023-03-26,L359,16477.35
2023-03-19,L359,15946.21
2023-03-12,L359,22098.58
2023-03-12,LEXP,47515.91
2023-03-05,LEXP,48420.15
2023-02-26,LEXP,46623.09
2023-02-19,LEXP,27740.38
2023-02-12,L359,14541.54
2023-02-05,L359,16179.16
2023-02-05,LEXP,39847.83
2023-01-29,LEXP,36165.22
2023-01-22,LEXP,35781.68
2023-01-22,L359,17295.86
2023-01-15,L359,19000.1
2023-01-08,L359,17736.54
2023-01-01,L359,16736.85
2022-12-25,L359,17340.87
2022-12-18,L359,18809.73
2022-12-18,LEXP,43769.38
2022-12-04,L359,20690.15
2022-12-04,LEXP,38895.35
2022-10-23,359V,9204.36
2022-10-16,359V,6518.49
2022-10-09,L359,11997.71
2022-09-18,359V,7550.67
2022-06-12,L359,18076.49
2022-05-29,L359,19523.77
2022-05-29,LEXP,41215.03
2022-05-29,359V,6857.02
2022-05-22,LEXP,35946.53
2022-05-01,LEXP,40588.72
2022-04-24,LEXP,30792.03
2022-04-17,LEXP,41480.69
2022-04-10,LEXP,34325.45
2022-03-06,LEXP,46919.43
2022-02-27,LEXP,36882.09
2022-02-20,LEXP,34334.13
2022-02-13,LEXP,36169.16
2022-02-06,LEXP,37717.07
2021-12-19,LEXP,37554.65
2021-12-12,LEXP,38659.84
2021-12-12,359V,11588.16
2021-12-05,LEXP,39053.45
2021-11-28,LEXP,38034.99
2021-10-17,L359,17314.33
2021-08-29,359V,6036.06
2021-08-15,LEXP,25624.88
2021-07-11,LEXP,24719.6
2021-07-11,359V,6964.15
2021-06-27,LEXP,20709.16
2021-06-20,LEXP,17345.19
2021-06-06,LEXP,14823.67
2021-05-16,LEXP,15955.09
2021-05-09,LEXP,27950.65
2021-05-02,L359,21094.7
2021-04-18,L359,22481.49
2020-11-15,LIGM,8051.88
2020-11-08,LIGM,4911.37
2020-08-16,LIGM,5840.86
2020-07-19,LIGM,5830.96
2020-07-12,LIGM,3538.41
2020-07-05,LIGM,2465.63
2020-02-02,L359,22761.95
2020-01-26,L359,22677.41
2020-01-12,L359,21120.86
2020-01-05,L359,24254.55
2019-09-29,LMAV,19055.99
2019-02-10,359V,29559.38
2023-11-12,L122,6559.44
2023-07-02,L128,12779.75
2023-06-25,L128,12342.17
2023-06-18,L128,7622.06
2023-06-11,L128,10010.99
2023-05-07,L128,13438.49
2023-03-19,L128,10328.67
2023-03-12,L128,13220.16
2023-02-26,L103,24686.44
2022-10-09,L101,5734.19
2022-07-10,L101,7917.01
2022-04-24,L103,20978.8
2021-06-13,L110,17397.17
2021-06-06,L110,19183.25
2021-06-06,L103,18838.91
2020-08-16,L101,4012.79
2020-07-26,L103,5641.49
2020-06-28,L103,9169.44
2020-06-07,L103,13207.91
2020-05-10,L103,1585.25
2020-05-03,L103,13085.98
2020-03-15,L133,16604.04
2019-01-20,L110,24492.1
2022-11-20,LIGM,6593.51
2022-11-13,LIGM,8289.73
2022-11-06,LIGM,8682.16
2022-10-23,LIGM,8199.55
2022-10-16,LEXP,41473.83
2022-10-09,LIGM,5690.18
2022-07-10,LIGM,4190.13
2022-04-24,LMAV,13308.8
2021-12-19,LIGM,3454.91
2021-11-07,LIGM,10666.35
2021-07-25,L359,13660.11
2021-07-18,359V,10975.25
2021-07-18,L359,13623.38
2021-06-27,359V,11737.2
2021-06-27,L359,10864.08
2021-06-20,359V,10812.9
