Semana,Linea,KM
2019-02-10T00:00:00Z,LINA,149695.403
2023-02-12T00:00:00Z,LINA,128090.939
2020-03-08T00:00:00Z,LINA,160630.56
2019-01-13T00:00:00Z,LEXP,109173.102
2021-06-13T00:00:00Z,203I,201139.43
2020-01-05T00:00:00Z,LINA,145699.893
2019-05-05T00:00:00Z,L339,105123.539
2021-02-07T00:00:00Z,203I,198244.5
2019-12-15T00:00:00Z,LEXP,110161.598
2019-05-19T00:00:00Z,LEXP,115601.165
2022-12-25T00:00:00Z,LINA,121572.284
2022-10-09T00:00:00Z,203I,209430.05
2019-03-03T00:00:00Z,203M,157209.624
2023-03-05T00:00:00Z,L110,54679.359
2020-06-14T00:00:00Z,203I,183220.15
2021-03-14T00:00:00Z,LINA,126675.746
2023-06-18T00:00:00Z,N339,27963.341
2020-03-15T00:00:00Z,LINA,148164.459
2021-01-31T00:00:00Z,203I,194691.05
2020-05-10T00:00:00Z,203I,184612.59
2019-05-05T00:00:00Z,203M,195747.99
2023-06-25T00:00:00Z,N339,36246.963
2023-01-01T00:00:00Z,203I,182249.52
2023-03-19T00:00:00Z,LINA,139605.458
2023-11-05T00:00:00Z,203M,226336.67
2023-11-05T00:00:00Z,LINA,155670.097
2019-10-27T00:00:00Z,203I,245927.29
2019-07-14T00:00:00Z,LINA,146745.227
2021-07-25T00:00:00Z,203M,205944.7
2022-08-28T00:00:00Z,203I,221947.05
2021-10-24T00:00:00Z,LEXP,74180.4590000001
2023-07-16T00:00:00Z,LINA,140617.733
2019-04-21T00:00:00Z,L339,106075.49
2019-01-27T00:00:00Z,L107,63490.467
2019-01-27T00:00:00Z,359V,82071.035
2021-02-07T00:00:00Z,LINA,104930.717
2020-10-11T00:00:00Z,203I,198271.82
2022-02-20T00:00:00Z,N339,27420.993
2018-12-30T00:00:00Z,359V,46657.458
2023-09-03T00:00:00Z,LINA,156026.425
2020-07-05T00:00:00Z,203M,165583.93
2019-12-22T00:00:00Z,203M,191311.13
2019-08-25T00:00:00Z,359V,73139.747
2020-02-02T00:00:00Z,L339,80328.8449999999
2023-10-08T00:00:00Z,L339,65107.698
2022-02-13T00:00:00Z,L339,56017.696
2023-01-01T00:00:00Z,N339,28197.926
2019-01-06T00:00:00Z,LEXP,109474.019
2020-01-05T00:00:00Z,203I,206026.86
2022-01-30T00:00:00Z,L339,55035.229
2021-10-17T00:00:00Z,203I,205106.203
2020-07-05T00:00:00Z,203I,163380.74
2022-01-16T00:00:00Z,L339,53538.298
2019-08-11T00:00:00Z,359V,75046.833
2022-01-23T00:00:00Z,L339,55845.386
2020-08-09T00:00:00Z,203M,189277.16
2022-12-25T00:00:00Z,203I,176674.88
2020-11-15T00:00:00Z,203I,213373.91
2019-02-24T00:00:00Z,359V,82503.6199999999
2022-12-25T00:00:00Z,N339,30505.112
2023-10-01T00:00:00Z,203I,230931.48
2019-08-18T00:00:00Z,LEXP,114740.301
2020-06-07T00:00:00Z,L339,19031.125
2021-10-31T00:00:00Z,203M,222874.656
2022-02-20T00:00:00Z,L339,58177.235
2019-08-18T00:00:00Z,359V,64913.523
2019-04-07T00:00:00Z,203M,186227.36
2022-10-16T00:00:00Z,203I,225660.16
2021-08-15T00:00:00Z,LINA,118341.831
2021-10-24T00:00:00Z,359V,27171.33
2019-07-21T00:00:00Z,L339,98501.471
2023-05-28T00:00:00Z,LMAV,42298.331
2023-03-12T00:00:00Z,L146,32569.502
2021-08-01T00:00:00Z,LINA,123042.377
2022-02-06T00:00:00Z,L339,56624.182
2020-07-19T00:00:00Z,203I,176675.57
2019-04-07T00:00:00Z,L339,107432.629
2019-03-31T00:00:00Z,L339,100653.876
2023-05-21T00:00:00Z,LINA,131211.532
2021-10-17T00:00:00Z,LINA,137175.89
2022-01-09T00:00:00Z,L339,52922.195
2023-04-30T00:00:00Z,LINA,140170.551
2023-01-29T00:00:00Z,N339,27934.063
2023-06-25T00:00:00Z,L339,62195.747
2020-04-19T00:00:00Z,203I,183293.48
2023-08-20T00:00:00Z,L339,63329.095
2022-07-17T00:00:00Z,L339,62409.051
2023-06-11T00:00:00Z,LINA,142437.867
2022-01-02T00:00:00Z,L339,53226.2780000001
2019-09-08T00:00:00Z,359V,73502.667
2023-06-11T00:00:00Z,L142,62947.866
2023-07-09T00:00:00Z,L339,66938.002
2021-05-02T00:00:00Z,LINA,135813.689
2023-06-18T00:00:00Z,L339,43684.161
2022-01-23T00:00:00Z,N339,25628.482
2021-09-26T00:00:00Z,L339,62576.833
2023-09-03T00:00:00Z,L339,64592.566
2023-09-10T00:00:00Z,L339,69437.615
2019-07-07T00:00:00Z,LEXP,96712.8450000001
2021-01-24T00:00:00Z,L339,47374.881
2023-07-30T00:00:00Z,L339,61229.027
2023-10-29T00:00:00Z,L140,26360.986
2019-04-28T00:00:00Z,L339,85525.3810000001
2022-01-30T00:00:00Z,N339,27277.926
2020-02-09T00:00:00Z,LINA,143907.064
2021-05-09T00:00:00Z,203I,222016.63
2021-05-23T00:00:00Z,203I,190965.03
2023-07-02T00:00:00Z,L339,63334.495
2022-11-20T00:00:00Z,203I,212574.44
2022-01-09T00:00:00Z,203I,177474.06
2023-10-01T00:00:00Z,N339,42497.847
2023-05-21T00:00:00Z,L339,57724.607
2023-11-05T00:00:00Z,L339,38067.587
2021-08-22T00:00:00Z,LINA,124838.435
2023-04-30T00:00:00Z,203M,222194.63
2021-09-26T00:00:00Z,LINA,136624.481
2021-05-09T00:00:00Z,LINA,131240.897
2020-02-02T00:00:00Z,LINA,143829.897
2022-03-06T00:00:00Z,203M,244091.86
2020-02-23T00:00:00Z,LINA,131323.87
2021-10-24T00:00:00Z,L359,41495.027
2022-04-17T00:00:00Z,203I,249378.37
2023-02-12T00:00:00Z,203I,184621.73
2023-09-03T00:00:00Z,203I,231230.26
2019-06-23T00:00:00Z,203M,193780.537
2021-01-24T00:00:00Z,203M,183278.92
2019-10-06T00:00:00Z,359V,64868.699
2021-11-07T00:00:00Z,L339,63074.136
2019-10-06T00:00:00Z,203I,225522.77
2019-02-10T00:00:00Z,359V,85477.85
2023-06-04T00:00:00Z,L339,60875.933
2019-07-28T00:00:00Z,L339,99010.3340000001
2020-02-23T00:00:00Z,203I,192230.38
2020-01-12T00:00:00Z,L339,80710.13
2022-02-27T00:00:00Z,L339,59949.733
2021-10-31T00:00:00Z,L339,65764.5920000001
2022-01-16T00:00:00Z,203I,176366.63
2019-08-04T00:00:00Z,L339,97931.353
2021-11-07T00:00:00Z,LEXP,93854.7570000001
2019-07-14T00:00:00Z,L339,93883.658
2019-07-07T00:00:00Z,L339,84309.672
2023-08-13T00:00:00Z,L339,67461.893
2021-10-10T00:00:00Z,L339,60077.415
2021-10-17T00:00:00Z,L359,47817.973
2021-08-29T00:00:00Z,LINA,131199.211
2020-02-16T00:00:00Z,203I,207960.98
2023-07-23T00:00:00Z,203I,218041.14
2021-10-03T00:00:00Z,L339,61821.03
2019-01-27T00:00:00Z,203I,184369.886
2021-06-13T00:00:00Z,203M,200696.08
2021-11-28T00:00:00Z,L339,67006.849
2020-04-26T00:00:00Z,203I,175067.23
2023-01-22T00:00:00Z,LINA,126542.441
2021-09-19T00:00:00Z,LINA,136544.154
2021-10-10T00:00:00Z,N339,22782.268
2019-08-11T00:00:00Z,LEXP,110950.823
2020-09-06T00:00:00Z,203M,188460.71
2020-12-06T00:00:00Z,L339,31391.401
2021-09-05T00:00:00Z,203I,220952.85
2022-05-29T00:00:00Z,203I,242535.51
2021-09-12T00:00:00Z,LINA,136599.025
2022-07-17T00:00:00Z,203I,217133.74
2019-06-09T00:00:00Z,L339,98536.629
2020-05-17T00:00:00Z,LINA,88087.866
2019-06-16T00:00:00Z,203M,164959.088
2019-07-28T00:00:00Z,203I,182091.09
2019-02-10T00:00:00Z,203I,186684.52
2021-06-27T00:00:00Z,203I,215005.45
2021-11-21T00:00:00Z,L339,60238.771
2019-05-12T00:00:00Z,L130,20342.785
2023-07-16T00:00:00Z,L339,60943.266
2021-06-20T00:00:00Z,203I,192038.68
2021-10-31T00:00:00Z,N339,28759.743
2020-02-16T00:00:00Z,LINA,144725.093
2023-01-15T00:00:00Z,L339,59948.803
2023-10-15T00:00:00Z,LINA,143984.976
2023-05-21T00:00:00Z,203I,195191.27
2020-04-12T00:00:00Z,203I,181097.89
2021-01-31T00:00:00Z,L339,46118.12
2021-10-17T00:00:00Z,L339,67009.4590000001
2023-10-01T00:00:00Z,LINA,155349.141
2021-10-24T00:00:00Z,L339,62308.936
2019-09-15T00:00:00Z,359V,74265.1829999999
2023-08-13T00:00:00Z,203I,229450.45
2022-02-06T00:00:00Z,203I,192358.31
2020-07-12T00:00:00Z,203I,187279.8
2022-05-01T00:00:00Z,203M,256668.82
2023-03-19T00:00:00Z,L133/125,36588.171
2019-09-22T00:00:00Z,359V,72449.807
2020-03-01T00:00:00Z,LINA,162761.063
2023-01-15T00:00:00Z,203I,195888.61
2019-02-17T00:00:00Z,203I,184854.13
2021-05-09T00:00:00Z,203M,227351.28
2021-02-14T00:00:00Z,203M,170124.48
2019-05-19T00:00:00Z,L130,18308.485
2020-05-17T00:00:00Z,203M,188468.17
2022-02-13T00:00:00Z,LINA,111136.151
2021-11-14T00:00:00Z,L339,67092.372
2020-12-20T00:00:00Z,L339,39767.466
2022-12-04T00:00:00Z,LINA,129248.592
2020-01-26T00:00:00Z,LINA,142440.263
2019-11-03T00:00:00Z,LMAV,51965.297
2021-02-21T00:00:00Z,L339,46489.972
2021-02-28T00:00:00Z,LINA,107237.737
2023-04-02T00:00:00Z,LINA,132966.662
2020-06-14T00:00:00Z,LINA,103979.32
2021-03-07T00:00:00Z,L339,57412.032
2022-11-27T00:00:00Z,LINA,150864.196
2021-04-11T00:00:00Z,LINA,136680.591
2019-05-05T00:00:00Z,L359,71282.9959999999
2020-07-12T00:00:00Z,203M,171950.4
2021-05-23T00:00:00Z,203M,184883.04
2021-05-30T00:00:00Z,203M,181389.31
2022-11-13T00:00:00Z,LINA,151893.218
2021-04-04T00:00:00Z,LINA,134797.121
2023-02-12T00:00:00Z,L339,56639.089
2020-12-27T00:00:00Z,L339,41610.714
2020-10-18T00:00:00Z,203M,208896.14
2019-02-03T00:00:00Z,203I,186486.55
2019-11-03T00:00:00Z,LEXP,110182.578
2023-10-01T00:00:00Z,L339,65796.992
2023-02-26T00:00:00Z,203I,190936.04
2022-10-09T00:00:00Z,L339,43653.167
2020-09-20T00:00:00Z,203M,190503.73
2021-01-24T00:00:00Z,LEXP,50246.871
2019-01-27T00:00:00Z,LIGM,16681.105
2019-05-05T00:00:00Z,L130,19757.903
2019-12-29T00:00:00Z,203I,181105.83
2021-03-28T00:00:00Z,LINA,113937.597
2023-07-23T00:00:00Z,LMAV,34396.335
2021-01-31T00:00:00Z,LINA,102507.04
2019-03-24T00:00:00Z,203M,181530.229
2023-07-30T00:00:00Z,203I,234203.49
2021-03-21T00:00:00Z,203I,197712.99
2020-07-19T00:00:00Z,LINA,113216.121
2019-10-13T00:00:00Z,359V,62258.025
2022-08-07T00:00:00Z,LMAV,40509.852
2019-02-03T00:00:00Z,L359,62862.385
2023-02-19T00:00:00Z,LINA,112321.129
2021-03-14T00:00:00Z,L339,56453.113
2023-09-17T00:00:00Z,L339,65658.604
2023-10-08T00:00:00Z,LEXP,74595.908
2022-12-18T00:00:00Z,LINA,132159.608
2022-06-05T00:00:00Z,203I,239053.17
2020-08-30T00:00:00Z,203I,197529.24
2021-03-21T00:00:00Z,LINA,117777.211
2021-04-11T00:00:00Z,L339,63989.43
2020-01-12T00:00:00Z,203I,210468.18
2020-07-12T00:00:00Z,LINA,112653.454
2023-02-05T00:00:00Z,203I,189082.42
2023-08-06T00:00:00Z,LEXP,77957.239
2021-01-03T00:00:00Z,203I,193411.46
2022-12-18T00:00:00Z,L339,54298.251
2020-01-19T00:00:00Z,LINA,144169.407
2020-06-21T00:00:00Z,LINA,111499.159
2020-05-24T00:00:00Z,LINA,94556.334
2019-03-17T00:00:00Z,LEXP,122830.855
2021-01-10T00:00:00Z,L339,46000.233
2020-08-16T00:00:00Z,LINA,106003.796
2023-10-29T00:00:00Z,L339,67102.952
2021-01-03T00:00:00Z,L339,46319.318
2019-08-25T00:00:00Z,LEXP,117676.07
2019-02-03T00:00:00Z,LEXP,107882.794
2023-09-10T00:00:00Z,LEXP,81253.332
2021-10-17T00:00:00Z,359V,16331.266
2019-07-28T00:00:00Z,LMAV,51136.11
2023-01-01T00:00:00Z,LINA,120844.433
2023-02-05T00:00:00Z,L339,56020.045
2023-01-15T00:00:00Z,LINA,127471.961
2023-03-12T00:00:00Z,203I,210955.9
2021-05-16T00:00:00Z,N339,13044.895
2020-06-07T00:00:00Z,LINA,108754.162
2021-06-20T00:00:00Z,L339,39670.051
2023-07-23T00:00:00Z,N339,26641.305
2023-02-26T00:00:00Z,L107,42272.924
2023-10-22T00:00:00Z,LINA,154770.295
2021-05-09T00:00:00Z,L440,222052.82
2022-02-20T00:00:00Z,LINA,111689.25
2020-08-09T00:00:00Z,LINA,110774.217
2019-07-07T00:00:00Z,L359,57157.932
2020-10-25T00:00:00Z,203I,212792.04
2023-02-26T00:00:00Z,L339,56229.17
2023-06-25T00:00:00Z,LMAV,42677.814
2023-10-08T00:00:00Z,LINA,143822.569
2019-04-28T00:00:00Z,LEXP,96127.992
2021-02-14T00:00:00Z,L339,41867.811
2019-03-03T00:00:00Z,359V,71174.0329999999
2020-07-26T00:00:00Z,LINA,111136.597
2022-12-04T00:00:00Z,L339,57517.8140000001
2021-02-28T00:00:00Z,L339,56169.72
2020-11-08T00:00:00Z,203I,208036.6
2021-09-19T00:00:00Z,203I,221211.38
2021-04-04T00:00:00Z,L339,58540.279
2023-10-08T00:00:00Z,203I,208662.02
2021-03-28T00:00:00Z,L339,51244.393
2021-02-07T00:00:00Z,L339,46173.702
2019-06-02T00:00:00Z,L339,98860.691
2023-06-25T00:00:00Z,LEXP,65174.338
2019-09-01T00:00:00Z,L359,65821.94
2020-07-05T00:00:00Z,LINA,99674.139
2020-08-02T00:00:00Z,LINA,111220.74
2020-05-31T00:00:00Z,LINA,98958.35
2020-05-03T00:00:00Z,203I,180400.89
2021-01-17T00:00:00Z,L339,45793.099
2019-08-04T00:00:00Z,LI41,84762.33
2021-05-23T00:00:00Z,L339,25776.706
2019-06-23T00:00:00Z,L130,19733.404
2022-05-08T00:00:00Z,203I,243549.88
2019-05-19T00:00:00Z,L339,97538.9840000002
2021-08-08T00:00:00Z,L339,58984.816
2021-07-04T00:00:00Z,L339,41048.242
2023-03-19T00:00:00Z,L339,63580.125
2023-03-26T00:00:00Z,L339,64486.119
2023-03-05T00:00:00Z,L339,63516.402
2022-12-11T00:00:00Z,203I,216197.38
2023-09-10T00:00:00Z,LINA,151207.296
2021-05-30T00:00:00Z,L339,42058.638
2021-03-28T00:00:00Z,N339,20076.834
2019-04-14T00:00:00Z,LEXP,108256.177
2019-12-08T00:00:00Z,LMAV,50352.545
2021-06-13T00:00:00Z,N339,22076.27
2021-05-02T00:00:00Z,203I,222820.46
2021-08-22T00:00:00Z,203I,230928.81
2023-04-16T00:00:00Z,L339,63179.838
2021-11-14T00:00:00Z,L359,46131.118
2019-09-29T00:00:00Z,203M,236321.63
2021-10-03T00:00:00Z,LEXP,73777.45
2023-06-11T00:00:00Z,203M,217396.72
2019-10-20T00:00:00Z,203M,245334.89
2021-01-10T00:00:00Z,203I,198824.3
2021-07-18T00:00:00Z,L339,41502.124
2019-03-03T00:00:00Z,LIGM,11497.469
2021-08-08T00:00:00Z,L359,40305.4
2021-06-27T00:00:00Z,N339,22601.371
2019-03-24T00:00:00Z,LEXP,118062.946
2021-07-25T00:00:00Z,L339,53894.003
2020-06-21T00:00:00Z,203I,185115.03
2020-03-29T00:00:00Z,LINA,81813.712
2022-09-18T00:00:00Z,LEXP,89146.5080000001
2019-05-26T00:00:00Z,203M,160416.689
2019-02-10T00:00:00Z,LEXP,106661.714
2019-04-07T00:00:00Z,LEXP,124050.691
2023-01-29T00:00:00Z,L339,60951.097
2023-04-02T00:00:00Z,L339,58605.092
2023-04-23T00:00:00Z,LEXP,90822.913
2020-06-28T00:00:00Z,LINA,76007.625
2023-04-23T00:00:00Z,L339,65763.799
2019-06-09T00:00:00Z,L130,19695.901
2021-10-03T00:00:00Z,L359,39888.648
2023-06-11T00:00:00Z,L339,51490.537
2020-12-06T00:00:00Z,LINA,97809.0120000001
2021-06-13T00:00:00Z,L339,41154.419
2021-05-30T00:00:00Z,N339,18353.905
2021-01-03T00:00:00Z,LINA,105625.451
2019-08-25T00:00:00Z,203I,234722.98
2022-11-20T00:00:00Z,L339,59216.665
2019-09-22T00:00:00Z,LEXP,112677.045
2022-11-27T00:00:00Z,L339,65871.674
2021-05-02T00:00:00Z,N339,22096.012
2022-12-11T00:00:00Z,L339,64197.165
2020-12-13T00:00:00Z,LMAV,25874.402
2019-05-05T00:00:00Z,L129,19568.606
2019-02-17T00:00:00Z,LMAV,50251.43
2019-04-07T00:00:00Z,LIGM,21198.22
2019-08-25T00:00:00Z,203M,242842.39
2020-08-16T00:00:00Z,203M,177359
2021-08-01T00:00:00Z,L339,56683.181
2023-08-06T00:00:00Z,L339,60935.742
2019-01-20T00:00:00Z,LMAV,50565.851
2023-03-05T00:00:00Z,L122,47282.478
2023-06-18T00:00:00Z,203I,190617.36
2023-04-09T00:00:00Z,L339,65590.37
2022-04-10T00:00:00Z,203I,230792.18
2021-06-06T00:00:00Z,203I,189027.63
2021-06-06T00:00:00Z,L339,41388.199
2023-04-30T00:00:00Z,LEXP,77371.517
2019-03-24T00:00:00Z,LIGM,19185.841
2023-05-28T00:00:00Z,L339,60249.412
2022-11-13T00:00:00Z,N339,33319.74
2022-09-18T00:00:00Z,203I,223201.28
2021-07-11T00:00:00Z,LI41,83011.96
2019-02-17T00:00:00Z,LIGM,17509.224
2023-02-19T00:00:00Z,L339,52549.618
2021-10-10T00:00:00Z,L359,44267.644
2022-09-25T00:00:00Z,203I,224343.46
2022-10-16T00:00:00Z,L339,74025.105
2021-05-30T00:00:00Z,LINA,108043.747
2021-10-24T00:00:00Z,LMAV,31258.514
2023-06-11T00:00:00Z,203I,210898.47
2022-11-06T00:00:00Z,L339,71907.562
2022-07-03T00:00:00Z,LMAV,39093.418
2023-01-01T00:00:00Z,L339,57045.663
2022-10-30T00:00:00Z,L339,69928.935
2019-03-10T00:00:00Z,LEXP,120838.505
2021-12-26T00:00:00Z,LINA,113577.982
2021-12-05T00:00:00Z,L339,59877.545
2022-02-06T00:00:00Z,N339,26325.603
2021-09-12T00:00:00Z,L339,64887.728
2023-11-12T00:00:00Z,L339,9583.956
2020-11-29T00:00:00Z,LMAV,26265.363
2021-04-04T00:00:00Z,N339,21385.89
2019-12-22T00:00:00Z,L339,76069.883
2019-02-03T00:00:00Z,L107,63133.864
2021-10-10T00:00:00Z,L107,39116.9
2023-01-08T00:00:00Z,203I,189048.63
2019-11-10T00:00:00Z,L440,258828.92
2021-07-11T00:00:00Z,L339,42771.494
2022-08-07T00:00:00Z,203M,232348.63
2020-08-09T00:00:00Z,L142,60842.982
2020-03-15T00:00:00Z,203I,234135.37
2020-03-01T00:00:00Z,203M,240839.44
2020-12-13T00:00:00Z,LINA,106950.203
2021-02-07T00:00:00Z,203M,187345.84
2019-02-10T00:00:00Z,L339,79998.9119999999
2023-01-22T00:00:00Z,L339,59758.036
2023-03-19T00:00:00Z,L130,14173.317
2023-07-23T00:00:00Z,L339,62250.978
2021-03-21T00:00:00Z,N339,22300.584
2023-11-12T00:00:00Z,LINA,39158.712
2023-01-08T00:00:00Z,203M,210502.78
2022-08-14T00:00:00Z,203I,208223.56
2021-01-17T00:00:00Z,203I,197459.11
2023-04-09T00:00:00Z,L110,56773.575
2021-06-27T00:00:00Z,L339,40874.484
2022-01-23T00:00:00Z,LEXP,64425.382
2022-12-25T00:00:00Z,L339,55167.131
2023-01-08T00:00:00Z,L339,57940.907
2020-05-03T00:00:00Z,203M,178956.94
2021-05-09T00:00:00Z,N339,18823.532
2022-11-13T00:00:00Z,203I,227792.350000001
2021-09-26T00:00:00Z,LEXP,74455.7759999999
2020-06-07T00:00:00Z,203M,194879.94
2020-05-03T00:00:00Z,LINA,78922.794
2022-03-20T00:00:00Z,203I,235553.08
2023-04-09T00:00:00Z,203I,213463.02
2022-11-13T00:00:00Z,LMAV,39667.677
2020-12-20T00:00:00Z,203M,168918.23
2021-04-25T00:00:00Z,N339,21378.052
2021-11-14T00:00:00Z,359V,17201.942
2021-08-01T00:00:00Z,N339,23052.586
2019-07-21T00:00:00Z,L359,66463.3590000001
2020-04-19T00:00:00Z,203M,186255.06
2021-07-18T00:00:00Z,L740,54444.24
2019-03-31T00:00:00Z,203M,174421.584
2019-05-05T00:00:00Z,LEXP,114725.465
2021-04-18T00:00:00Z,N339,22175.746
2023-03-26T00:00:00Z,L107,43767.376
2019-11-24T00:00:00Z,LMAV,50453.604
2019-04-21T00:00:00Z,LEXP,122541.596
2021-08-29T00:00:00Z,203I,227087.06
2019-11-10T00:00:00Z,LMAV,50093.635
2021-05-16T00:00:00Z,203M,217451.37
2021-11-14T00:00:00Z,LEXP,85803.4019999999
2023-07-16T00:00:00Z,203I,218169.26
2019-08-04T00:00:00Z,LMAV,51100.519
2023-09-17T00:00:00Z,LMAV,43362.91
2020-12-13T00:00:00Z,LI41,81011.1300000001
2022-11-27T00:00:00Z,203I,221607.83
2019-12-08T00:00:00Z,L339,88775.2549999999
2019-01-27T00:00:00Z,L339,80043.436
2022-02-13T00:00:00Z,LMAV,30488.643
2020-02-16T00:00:00Z,L339,81039.615
2021-06-20T00:00:00Z,LINA,92672.4280000001
2019-11-24T00:00:00Z,L339,85372.185
2019-12-01T00:00:00Z,L440,249856.681
2019-08-04T00:00:00Z,L359,67475.5620000001
2020-01-05T00:00:00Z,L339,81929.173
2021-03-07T00:00:00Z,203M,213023.95
2020-01-19T00:00:00Z,203I,208976.36
2022-07-31T00:00:00Z,LMAV,38830.283
2022-03-06T00:00:00Z,LMAV,43989.137
2023-10-22T00:00:00Z,203I,232531.45
2019-12-15T00:00:00Z,L339,88999.54
2021-07-25T00:00:00Z,N339,21152.454
2021-03-14T00:00:00Z,N339,21734.979
2021-04-11T00:00:00Z,N339,20486.137
2020-05-31T00:00:00Z,203I,195943.51
2020-04-05T00:00:00Z,LINA,81054.137
2022-05-29T00:00:00Z,LEXP,91437.9750000001
2022-08-28T00:00:00Z,LMAV,37087.973
2019-01-27T00:00:00Z,203M,154321.544
2019-10-27T00:00:00Z,LIGM,22086.338
2019-11-17T00:00:00Z,LMAV,46127.335
2021-05-16T00:00:00Z,203I,220998.98
2020-10-04T00:00:00Z,L339,26085.187
2021-06-06T00:00:00Z,N339,21071.166
2022-06-19T00:00:00Z,LMAV,41120.557
2019-11-17T00:00:00Z,LIGM,15417.798
2019-01-06T00:00:00Z,L339,80764.303
2023-04-16T00:00:00Z,203M,227618.94
2023-07-09T00:00:00Z,LEXP,72418.839
2020-03-08T00:00:00Z,203I,242244.5
2019-02-03T00:00:00Z,LMAV,50834.008
2021-12-05T00:00:00Z,N339,25418.695
2021-07-18T00:00:00Z,203I,209889.78
2020-03-22T00:00:00Z,LINA,90030.4640000001
2019-03-10T00:00:00Z,203M,187550.784
2019-01-13T00:00:00Z,L339,79763.7530000001
2019-08-11T00:00:00Z,LMAV,51199.697
2022-04-03T00:00:00Z,203I,247181.12
2021-10-24T00:00:00Z,203I,209529.464
2020-04-12T00:00:00Z,LINA,80545.093
2021-02-07T00:00:00Z,LMAV,25939.854
2020-04-05T00:00:00Z,203I,142354.18
2021-07-18T00:00:00Z,N339,21633.904
2019-09-01T00:00:00Z,203I,229370.91
2020-02-23T00:00:00Z,203M,194737.03
2019-12-01T00:00:00Z,L339,88091.572
2021-11-28T00:00:00Z,203I,233099.3
2020-04-19T00:00:00Z,LINA,80120.3470000001
2020-02-09T00:00:00Z,L339,80031.2700000001
2021-01-17T00:00:00Z,LINA,104388.502
2022-01-30T00:00:00Z,203M,217267.63
2023-09-10T00:00:00Z,203I,235024.08
2020-01-26T00:00:00Z,L339,82758.533
2020-09-06T00:00:00Z,203I,194513.97
2019-09-22T00:00:00Z,LIGM,19517.945
2021-04-11T00:00:00Z,203I,209048.08
2022-03-27T00:00:00Z,203I,242681.64
2022-05-15T00:00:00Z,203I,226894.76
2021-02-21T00:00:00Z,203M,184363.91
2019-10-06T00:00:00Z,LIGM,20542.718
2020-06-21T00:00:00Z,203M,188232.97
2021-03-07T00:00:00Z,203I,209181.93
2021-05-02T00:00:00Z,L339,59066.465
2023-05-07T00:00:00Z,203I,226133.19
2019-11-03T00:00:00Z,LIGM,18072.501
2019-04-28T00:00:00Z,203M,165897.2
2023-10-29T00:00:00Z,203I,234768.98
2019-02-17T00:00:00Z,203M,147787.669
2019-11-24T00:00:00Z,LIGM,17580.604
2023-07-02T00:00:00Z,LEXP,72867.043
2023-08-06T00:00:00Z,203I,233615.7
2023-07-09T00:00:00Z,203I,221224.53
2021-11-21T00:00:00Z,203I,211698.193
2023-10-15T00:00:00Z,203I,211248.08
2023-11-05T00:00:00Z,203I,226375.53
2023-05-28T00:00:00Z,LEXP,75736.695
2022-10-30T00:00:00Z,203I,223613.13
2019-10-13T00:00:00Z,LMAV,46209.978
2020-11-15T00:00:00Z,LI41,80378.47
2020-05-24T00:00:00Z,203M,182637.04
2019-09-22T00:00:00Z,203I,229224.85
2020-03-08T00:00:00Z,LIGM,16028.197
2020-03-22T00:00:00Z,L339,36539.503
2020-09-13T00:00:00Z,203I,184733.26
2020-02-09T00:00:00Z,203I,204800.07
2023-06-04T00:00:00Z,LEXP,66914.536
2019-01-20T00:00:00Z,L339,76986.4549999999
2019-07-14T00:00:00Z,LEXP,109776.32
2020-01-12T00:00:00Z,203M,202102.04
2022-02-27T00:00:00Z,N339,26617.043
2023-06-04T00:00:00Z,203M,221937.35
2023-06-04T00:00:00Z,LMAV,41860.72
2019-07-28T00:00:00Z,L359,67034.081
2020-02-02T00:00:00Z,203M,208406.45
2019-09-29T00:00:00Z,LMAV,53663.798
2019-10-06T00:00:00Z,LMAV,48318.048
2019-04-21T00:00:00Z,L130,18826.538
2021-06-20T00:00:00Z,N339,21362.331
2020-03-15T00:00:00Z,L740,62347.58
2023-05-14T00:00:00Z,LIGM,22037.896
2021-07-04T00:00:00Z,N339,18674.959
2019-10-13T00:00:00Z,LIGM,20008.478
2021-04-18T00:00:00Z,L339,62573.388
2020-12-20T00:00:00Z,203I,178156.45
2020-11-29T00:00:00Z,203I,215224.68
2021-07-11T00:00:00Z,N339,20799.694
2023-08-27T00:00:00Z,LEXP,85445.8639999999
2019-10-20T00:00:00Z,203I,240479.07
2019-09-08T00:00:00Z,LMAV,51091.81
2023-09-17T00:00:00Z,203M,228641.54
2022-12-04T00:00:00Z,203I,195193.81
2020-10-25T00:00:00Z,LIGM,23357.95
2021-09-26T00:00:00Z,203M,223486.25
2022-11-20T00:00:00Z,LMAV,37186.791
2022-01-16T00:00:00Z,N339,27509.526
2022-05-15T00:00:00Z,203M,237345.49
2019-06-16T00:00:00Z,L359,60423.209
2022-09-11T00:00:00Z,203I,227022.7
2019-09-15T00:00:00Z,LIGM,17719.859
2022-11-20T00:00:00Z,LEXP,84810.0969999999
2022-05-15T00:00:00Z,LMAV,33799.889
2020-03-15T00:00:00Z,LMAV,42356.064
2020-01-12T00:00:00Z,LMAV,45779.773
2021-10-10T00:00:00Z,203I,196935.38
2023-04-02T00:00:00Z,L110,46000.026
2022-03-20T00:00:00Z,LMAV,37153.784
2020-04-26T00:00:00Z,LINA,79196.0290000001
2023-03-26T00:00:00Z,L142,77847.167
2021-02-28T00:00:00Z,203M,208539.02
